0.01 1e-15 1 0.1 -nan
1.91 -nan -nan 0.1 -nan
1.92 -nan -nan 0.1 -nan
1.93 -nan -nan 0.1 -nan
1.94 -nan -nan 0.1 -nan
1.95 -nan -nan 0.1 -nan
1.96 -nan -nan 0.1 -nan
1.97 -nan -nan 0.1 -nan
1.98 -nan -nan 0.1 -nan
1.99 -nan -nan 0.1 -nan
2 -nan -nan 0.1 -nan
2.01 -nan -nan 0.1 -nan
2.02 -nan -nan 0.1 -nan
2.03 -nan -nan 0.1 -nan
2.04 -nan -nan 0.1 -nan
2.05 -nan -nan 0.1 -nan
2.06 -nan -nan 0.1 -nan
2.07 -nan -nan 0.1 -nan
2.08 -nan -nan 0.1 -nan
2.09 -nan -nan 0.1 -nan
2.1 -nan -nan 0.1 -nan
2.11 -nan -nan 0.1 -nan
2.12 -nan -nan 0.1 -nan
2.13 -nan -nan 0.1 -nan
2.14 -nan -nan 0.1 -nan
2.15 -nan -nan 0.1 -nan
2.16 -nan -nan 0.1 -nan
2.17 -nan -nan 0.1 -nan
2.18 -nan -nan 0.1 -nan
2.19 -nan -nan 0.1 -nan
2.2 -nan -nan 0.1 -nan
2.21 -nan -nan 0.1 -nan
2.22 -nan -nan 0.1 -nan
2.23 -nan -nan 0.1 -nan
2.24 -nan -nan 0.1 -nan
2.25 -nan -nan 0.1 -nan
2.26 -nan -nan 0.1 -nan
2.27 -nan -nan 0.1 -nan
2.28 -nan -nan 0.1 -nan
2.29 -nan -nan 0.1 -nan
2.29999999999999 -nan -nan 0.1 -nan
2.30999999999999 -nan -nan 0.1 -nan
2.31999999999999 -nan -nan 0.1 -nan
2.32999999999999 -nan -nan 0.1 -nan
2.33999999999999 -nan -nan 0.1 -nan
2.34999999999999 -nan -nan 0.1 -nan
2.35999999999999 -nan -nan 0.1 -nan
2.36999999999999 -nan -nan 0.1 -nan
2.37999999999999 -nan -nan 0.1 -nan
2.38999999999999 -nan -nan 0.1 -nan
2.39999999999999 -nan -nan 0.1 -nan
2.40999999999999 -nan -nan 0.1 -nan
2.41999999999999 -nan -nan 0.1 -nan
2.42999999999999 -nan -nan 0.1 -nan
2.43999999999999 -nan -nan 0.1 -nan
2.44999999999999 -nan -nan 0.1 -nan
2.45999999999999 -nan -nan 0.1 -nan
2.46999999999999 -nan -nan 0.1 -nan
2.47999999999999 -nan -nan 0.1 -nan
2.48999999999999 -nan -nan 0.1 -nan
2.49999999999999 -nan -nan 0.1 -nan
2.50999999999999 -nan -nan 0.1 -nan
2.51999999999999 -nan -nan 0.1 -nan
2.52999999999999 -nan -nan 0.1 -nan
2.53999999999999 -nan -nan 0.1 -nan
2.54999999999999 -nan -nan 0.1 -nan
2.55999999999999 -nan -nan 0.1 -nan
2.56999999999999 -nan -nan 0.1 -nan
2.57999999999999 -nan -nan 0.1 -nan
2.58999999999999 -nan -nan 0.1 -nan
2.59999999999999 -nan -nan 0.1 -nan
2.60999999999999 -nan -nan 0.1 -nan
2.61999999999999 -nan -nan 0.1 -nan
2.62999999999999 -nan -nan 0.1 -nan
2.63999999999999 -nan -nan 0.1 -nan
2.64999999999999 -nan -nan 0.1 -nan
2.65999999999999 -nan -nan 0.1 -nan
2.66999999999999 -nan -nan 0.1 -nan
2.67999999999999 -nan -nan 0.1 -nan
2.68999999999999 -nan -nan 0.1 -nan
2.69999999999999 -nan -nan 0.1 -nan
2.70999999999999 -nan -nan 0.1 -nan
2.71999999999999 -nan -nan 0.1 -nan
2.72999999999999 -nan -nan 0.1 -nan
2.73999999999999 -nan -nan 0.1 -nan
2.74999999999999 -nan -nan 0.1 -nan
2.75999999999999 -nan -nan 0.1 -nan
2.76999999999998 -nan -nan 0.1 -nan
2.77999999999998 -nan -nan 0.1 -nan
2.78999999999998 -nan -nan 0.1 -nan
2.79999999999998 -nan -nan 0.1 -nan
2.80999999999998 -nan -nan 0.1 -nan
2.81999999999998 -nan -nan 0.1 -nan
2.82999999999998 -nan -nan 0.1 -nan
2.83999999999998 -nan -nan 0.1 -nan
2.84999999999998 -nan -nan 0.1 -nan
2.85999999999998 -nan -nan 0.1 -nan
2.86999999999998 -nan -nan 0.1 -nan
2.87999999999998 -nan -nan 0.1 -nan
2.88999999999998 -nan -nan 0.1 -nan
2.89999999999998 -nan -nan 0.1 -nan
2.90999999999998 -nan -nan 0.1 -nan
2.91999999999998 -nan -nan 0.1 -nan
2.92999999999998 -nan -nan 0.1 -nan
2.93999999999998 -nan -nan 0.1 -nan
2.94999999999998 -nan -nan 0.1 -nan
2.95999999999998 -nan -nan 0.1 -nan
2.96999999999998 -nan -nan 0.1 -nan
2.97999999999998 -nan -nan 0.1 -nan
2.98999999999998 -nan -nan 0.1 -nan
2.99999999999998 -nan -nan 0.1 -nan
3.00999999999998 -nan -nan 0.1 -nan
3.01999999999998 -nan -nan 0.1 -nan
3.02999999999998 -nan -nan 0.1 -nan
3.03999999999998 -nan -nan 0.1 -nan
3.04999999999998 -nan -nan 0.1 -nan
3.05999999999998 -nan -nan 0.1 -nan
3.06999999999998 -nan -nan 0.1 -nan
3.07999999999998 -nan -nan 0.1 -nan
3.08999999999998 -nan -nan 0.1 -nan
3.09999999999998 -nan -nan 0.1 -nan
3.10999999999998 -nan -nan 0.1 -nan
3.11999999999998 -nan -nan 0.1 -nan
3.12999999999998 -nan -nan 0.1 -nan
3.13999999999998 -nan -nan 0.1 -nan
3.14999999999998 -nan -nan 0.1 -nan
3.15999999999998 -nan -nan 0.1 -nan
3.16999999999998 -nan -nan 0.1 -nan
3.17999999999998 -nan -nan 0.1 -nan
3.18999999999998 -nan -nan 0.1 -nan
3.19999999999998 -nan -nan 0.1 -nan
3.20999999999998 -nan -nan 0.1 -nan
3.21999999999998 -nan -nan 0.1 -nan
3.22999999999998 -nan -nan 0.1 -nan
3.23999999999997 -nan -nan 0.1 -nan
3.24999999999997 -nan -nan 0.1 -nan
3.25999999999997 -nan -nan 0.1 -nan
3.26999999999997 -nan -nan 0.1 -nan
3.27999999999997 -nan -nan 0.1 -nan
3.28999999999997 -nan -nan 0.1 -nan
3.29999999999997 -nan -nan 0.1 -nan
3.30999999999997 -nan -nan 0.1 -nan
3.31999999999997 -nan -nan 0.1 -nan
3.32999999999997 -nan -nan 0.1 -nan
3.33999999999997 -nan -nan 0.1 -nan
3.34999999999997 -nan -nan 0.1 -nan
3.35999999999997 -nan -nan 0.1 -nan
3.36999999999997 -nan -nan 0.1 -nan
3.37999999999997 -nan -nan 0.1 -nan
3.38999999999997 -nan -nan 0.1 -nan
3.39999999999997 -nan -nan 0.1 -nan
3.40999999999997 -nan -nan 0.1 -nan
3.41999999999997 -nan -nan 0.1 -nan
3.42999999999997 -nan -nan 0.1 -nan
3.43999999999997 -nan -nan 0.1 -nan
3.44999999999997 -nan -nan 0.1 -nan
3.45999999999997 -nan -nan 0.1 -nan
3.46999999999997 -nan -nan 0.1 -nan
3.47999999999997 -nan -nan 0.1 -nan
3.48999999999997 -nan -nan 0.1 -nan
3.49999999999997 -nan -nan 0.1 -nan
3.50999999999997 -nan -nan 0.1 -nan
3.51999999999997 -nan -nan 0.1 -nan
3.52999999999997 -nan -nan 0.1 -nan
3.53999999999997 -nan -nan 0.1 -nan
3.54999999999997 -nan -nan 0.1 -nan
3.55999999999997 -nan -nan 0.1 -nan
3.56999999999997 -nan -nan 0.1 -nan
3.57999999999997 -nan -nan 0.1 -nan
3.58999999999997 -nan -nan 0.1 -nan
3.59999999999997 -nan -nan 0.1 -nan
3.60999999999997 -nan -nan 0.1 -nan
3.61999999999997 -nan -nan 0.1 -nan
3.62999999999997 -nan -nan 0.1 -nan
3.63999999999997 -nan -nan 0.1 -nan
3.64999999999997 -nan -nan 0.1 -nan
3.65999999999997 -nan -nan 0.1 -nan
3.66999999999997 -nan -nan 0.1 -nan
3.67999999999997 -nan -nan 0.1 -nan
3.68999999999997 -nan -nan 0.1 -nan
3.69999999999997 -nan -nan 0.1 -nan
3.70999999999996 -nan -nan 0.1 -nan
3.71999999999996 -nan -nan 0.1 -nan
3.72999999999996 -nan -nan 0.1 -nan
3.73999999999996 -nan -nan 0.1 -nan
3.74999999999996 -nan -nan 0.1 -nan
3.75999999999996 -nan -nan 0.1 -nan
3.76999999999996 -nan -nan 0.1 -nan
3.77999999999996 -nan -nan 0.1 -nan
3.78999999999996 -nan -nan 0.1 -nan
3.79999999999996 -nan -nan 0.1 -nan
3.80999999999996 -nan -nan 0.1 -nan
3.81999999999996 -nan -nan 0.1 -nan
3.82999999999996 -nan -nan 0.1 -nan
3.83999999999996 -nan -nan 0.1 -nan
3.84999999999996 -nan -nan 0.1 -nan
3.85999999999996 -nan -nan 0.1 -nan
3.86999999999996 -nan -nan 0.1 -nan
3.87999999999996 -nan -nan 0.1 -nan
3.88999999999996 -nan -nan 0.1 -nan
3.89999999999996 -nan -nan 0.1 -nan
3.90999999999996 -nan -nan 0.1 -nan
3.91999999999996 -nan -nan 0.1 -nan
3.92999999999996 -nan -nan 0.1 -nan
3.93999999999996 -nan -nan 0.1 -nan
3.94999999999996 -nan -nan 0.1 -nan
3.95999999999996 -nan -nan 0.1 -nan
3.96999999999996 -nan -nan 0.1 -nan
3.97999999999996 -nan -nan 0.1 -nan
3.98999999999996 -nan -nan 0.1 -nan
3.99999999999996 -nan -nan 0.1 -nan
4.00999999999996 -nan -nan 0.1 -nan
4.01999999999996 -nan -nan 0.1 -nan
4.02999999999996 -nan -nan 0.1 -nan
4.03999999999996 -nan -nan 0.1 -nan
4.04999999999996 -nan -nan 0.1 -nan
4.05999999999996 -nan -nan 0.1 -nan
4.06999999999996 -nan -nan 0.1 -nan
4.07999999999996 -nan -nan 0.1 -nan
4.08999999999996 -nan -nan 0.1 -nan
4.09999999999996 -nan -nan 0.1 -nan
4.10999999999996 -nan -nan 0.1 -nan
4.11999999999996 -nan -nan 0.1 -nan
4.12999999999996 -nan -nan 0.1 -nan
4.13999999999996 -nan -nan 0.1 -nan
4.14999999999996 -nan -nan 0.1 -nan
4.15999999999996 -nan -nan 0.1 -nan
4.16999999999996 -nan -nan 0.1 -nan
4.17999999999996 -nan -nan 0.1 -nan
4.18999999999996 -nan -nan 0.1 -nan
4.19999999999995 -nan -nan 0.1 -nan
4.20999999999995 -nan -nan 0.1 -nan
4.21999999999995 -nan -nan 0.1 -nan
4.22999999999995 -nan -nan 0.1 -nan
4.23999999999995 -nan -nan 0.1 -nan
4.24999999999995 -nan -nan 0.1 -nan
4.25999999999995 -nan -nan 0.1 -nan
4.26999999999995 -nan -nan 0.1 -nan
4.27999999999995 -nan -nan 0.1 -nan
4.28999999999995 -nan -nan 0.1 -nan
4.29999999999995 -nan -nan 0.1 -nan
4.30999999999995 -nan -nan 0.1 -nan
4.31999999999995 -nan -nan 0.1 -nan
4.32999999999995 -nan -nan 0.1 -nan
4.33999999999995 -nan -nan 0.1 -nan
4.34999999999995 -nan -nan 0.1 -nan
4.35999999999995 -nan -nan 0.1 -nan
4.36999999999995 -nan -nan 0.1 -nan
4.37999999999995 -nan -nan 0.1 -nan
4.38999999999995 -nan -nan 0.1 -nan
4.39999999999995 -nan -nan 0.1 -nan
4.40999999999995 -nan -nan 0.1 -nan
4.41999999999995 -nan -nan 0.1 -nan
4.42999999999995 -nan -nan 0.1 -nan
4.43999999999995 -nan -nan 0.1 -nan
4.44999999999995 -nan -nan 0.1 -nan
4.45999999999995 -nan -nan 0.1 -nan
4.46999999999995 -nan -nan 0.1 -nan
4.47999999999995 -nan -nan 0.1 -nan
4.48999999999995 -nan -nan 0.1 -nan
4.49999999999995 -nan -nan 0.1 -nan
4.50999999999995 -nan -nan 0.1 -nan
4.51999999999995 -nan -nan 0.1 -nan
4.52999999999995 -nan -nan 0.1 -nan
4.53999999999995 -nan -nan 0.1 -nan
4.54999999999995 -nan -nan 0.1 -nan
4.55999999999995 -nan -nan 0.1 -nan
4.56999999999995 -nan -nan 0.1 -nan
4.57999999999995 -nan -nan 0.1 -nan
4.58999999999995 -nan -nan 0.1 -nan
4.59999999999995 -nan -nan 0.1 -nan
4.60999999999995 -nan -nan 0.1 -nan
4.61999999999995 -nan -nan 0.1 -nan
4.62999999999995 -nan -nan 0.1 -nan
4.63999999999995 -nan -nan 0.1 -nan
4.64999999999995 -nan -nan 0.1 -nan
4.65999999999995 -nan -nan 0.1 -nan
4.66999999999994 -nan -nan 0.1 -nan
4.67999999999994 -nan -nan 0.1 -nan
4.68999999999994 -nan -nan 0.1 -nan
4.69999999999994 -nan -nan 0.1 -nan
4.70999999999994 -nan -nan 0.1 -nan
4.71999999999994 -nan -nan 0.1 -nan
4.72999999999994 -nan -nan 0.1 -nan
4.73999999999994 -nan -nan 0.1 -nan
4.74999999999994 -nan -nan 0.1 -nan
4.75999999999994 -nan -nan 0.1 -nan
4.76999999999994 -nan -nan 0.1 -nan
4.77999999999994 -nan -nan 0.1 -nan
4.78999999999994 -nan -nan 0.1 -nan
4.79999999999994 -nan -nan 0.1 -nan
4.80999999999994 -nan -nan 0.1 -nan
4.81999999999994 -nan -nan 0.1 -nan
4.82999999999994 -nan -nan 0.1 -nan
4.83999999999994 -nan -nan 0.1 -nan
4.84999999999994 -nan -nan 0.1 -nan
4.85999999999994 -nan -nan 0.1 -nan
4.86999999999994 -nan -nan 0.1 -nan
4.87999999999994 -nan -nan 0.1 -nan
4.88999999999994 -nan -nan 0.1 -nan
4.89999999999994 -nan -nan 0.1 -nan
4.90999999999994 -nan -nan 0.1 -nan
4.91999999999994 -nan -nan 0.1 -nan
4.92999999999994 -nan -nan 0.1 -nan
4.93999999999994 -nan -nan 0.1 -nan
4.94999999999994 -nan -nan 0.1 -nan
4.95999999999994 -nan -nan 0.1 -nan
4.96999999999994 -nan -nan 0.1 -nan
4.97999999999994 -nan -nan 0.1 -nan
4.98999999999994 -nan -nan 0.1 -nan
4.99999999999994 -nan -nan 0.1 -nan
5.00999999999994 -nan -nan 0.1 -nan
5.01999999999994 -nan -nan 0.1 -nan
5.02999999999994 -nan -nan 0.1 -nan
5.03999999999994 -nan -nan 0.1 -nan
5.04999999999994 -nan -nan 0.1 -nan
5.05999999999994 -nan -nan 0.1 -nan
5.06999999999994 -nan -nan 0.1 -nan
5.07999999999994 -nan -nan 0.1 -nan
5.08999999999994 -nan -nan 0.1 -nan
5.09999999999994 -nan -nan 0.1 -nan
5.10999999999994 -nan -nan 0.1 -nan
5.11999999999994 -nan -nan 0.1 -nan
5.12999999999994 -nan -nan 0.1 -nan
5.13999999999993 -nan -nan 0.1 -nan
5.14999999999993 -nan -nan 0.1 -nan
5.15999999999993 -nan -nan 0.1 -nan
5.16999999999993 -nan -nan 0.1 -nan
5.17999999999993 -nan -nan 0.1 -nan
5.18999999999993 -nan -nan 0.1 -nan
5.19999999999993 -nan -nan 0.1 -nan
5.20999999999993 -nan -nan 0.1 -nan
5.21999999999993 -nan -nan 0.1 -nan
5.22999999999993 -nan -nan 0.1 -nan
5.23999999999993 -nan -nan 0.1 -nan
5.24999999999993 -nan -nan 0.1 -nan
5.25999999999993 -nan -nan 0.1 -nan
5.26999999999993 -nan -nan 0.1 -nan
5.27999999999993 -nan -nan 0.1 -nan
5.28999999999993 -nan -nan 0.1 -nan
5.29999999999993 -nan -nan 0.1 -nan
5.30999999999993 -nan -nan 0.1 -nan
5.31999999999993 -nan -nan 0.1 -nan
5.32999999999993 -nan -nan 0.1 -nan
5.33999999999993 -nan -nan 0.1 -nan
5.34999999999993 -nan -nan 0.1 -nan
5.35999999999993 -nan -nan 0.1 -nan
5.36999999999993 -nan -nan 0.1 -nan
5.37999999999993 -nan -nan 0.1 -nan
5.38999999999993 -nan -nan 0.1 -nan
5.39999999999993 -nan -nan 0.1 -nan
5.40999999999993 -nan -nan 0.1 -nan
5.41999999999993 -nan -nan 0.1 -nan
5.42999999999993 -nan -nan 0.1 -nan
5.43999999999993 -nan -nan 0.1 -nan
5.44999999999993 -nan -nan 0.1 -nan
5.45999999999993 -nan -nan 0.1 -nan
5.46999999999993 -nan -nan 0.1 -nan
5.47999999999993 -nan -nan 0.1 -nan
5.48999999999993 -nan -nan 0.1 -nan
5.49999999999993 -nan -nan 0.1 -nan
5.50999999999993 -nan -nan 0.1 -nan
5.51999999999993 -nan -nan 0.1 -nan
5.52999999999993 -nan -nan 0.1 -nan
5.53999999999993 -nan -nan 0.1 -nan
5.54999999999993 -nan -nan 0.1 -nan
5.55999999999993 -nan -nan 0.1 -nan
5.56999999999993 -nan -nan 0.1 -nan
5.57999999999993 -nan -nan 0.1 -nan
5.58999999999993 -nan -nan 0.1 -nan
5.59999999999993 -nan -nan 0.1 -nan
5.60999999999992 -nan -nan 0.1 -nan
5.61999999999992 -nan -nan 0.1 -nan
5.62999999999992 -nan -nan 0.1 -nan
5.63999999999992 -nan -nan 0.1 -nan
5.64999999999992 -nan -nan 0.1 -nan
5.65999999999992 -nan -nan 0.1 -nan
5.66999999999992 -nan -nan 0.1 -nan
5.67999999999992 -nan -nan 0.1 -nan
5.68999999999992 -nan -nan 0.1 -nan
5.69999999999992 -nan -nan 0.1 -nan
5.70999999999992 -nan -nan 0.1 -nan
5.71999999999992 -nan -nan 0.1 -nan
5.72999999999992 -nan -nan 0.1 -nan
5.73999999999992 -nan -nan 0.1 -nan
5.74999999999992 -nan -nan 0.1 -nan
5.75999999999992 -nan -nan 0.1 -nan
5.76999999999992 -nan -nan 0.1 -nan
5.77999999999992 -nan -nan 0.1 -nan
5.78999999999992 -nan -nan 0.1 -nan
5.79999999999992 -nan -nan 0.1 -nan
5.80999999999992 -nan -nan 0.1 -nan
5.81999999999992 -nan -nan 0.1 -nan
5.82999999999992 -nan -nan 0.1 -nan
5.83999999999992 -nan -nan 0.1 -nan
5.84999999999992 -nan -nan 0.1 -nan
5.85999999999992 -nan -nan 0.1 -nan
5.86999999999992 -nan -nan 0.1 -nan
5.87999999999992 -nan -nan 0.1 -nan
5.88999999999992 -nan -nan 0.1 -nan
5.89999999999992 -nan -nan 0.1 -nan
5.90999999999992 -nan -nan 0.1 -nan
5.91999999999992 -nan -nan 0.1 -nan
5.92999999999992 -nan -nan 0.1 -nan
5.93999999999992 -nan -nan 0.1 -nan
5.94999999999992 -nan -nan 0.1 -nan
5.95999999999992 -nan -nan 0.1 -nan
5.96999999999992 -nan -nan 0.1 -nan
5.97999999999992 -nan -nan 0.1 -nan
5.98999999999992 -nan -nan 0.1 -nan
5.99999999999992 -nan -nan 0.1 -nan
6.00999999999992 -nan -nan 0.1 -nan
6.01999999999992 -nan -nan 0.1 -nan
6.02999999999992 -nan -nan 0.1 -nan
6.03999999999992 -nan -nan 0.1 -nan
6.04999999999992 -nan -nan 0.1 -nan
6.05999999999992 -nan -nan 0.1 -nan
6.06999999999992 -nan -nan 0.1 -nan
6.07999999999991 -nan -nan 0.1 -nan
6.08999999999991 -nan -nan 0.1 -nan
6.09999999999991 -nan -nan 0.1 -nan
6.10999999999991 -nan -nan 0.1 -nan
6.11999999999991 -nan -nan 0.1 -nan
6.12999999999991 -nan -nan 0.1 -nan
6.13999999999991 -nan -nan 0.1 -nan
6.14999999999991 -nan -nan 0.1 -nan
6.15999999999991 -nan -nan 0.1 -nan
6.16999999999991 -nan -nan 0.1 -nan
6.17999999999991 -nan -nan 0.1 -nan
6.18999999999991 -nan -nan 0.1 -nan
6.19999999999991 -nan -nan 0.1 -nan
6.20999999999991 -nan -nan 0.1 -nan
6.21999999999991 -nan -nan 0.1 -nan
6.22999999999991 -nan -nan 0.1 -nan
6.23999999999991 -nan -nan 0.1 -nan
6.24999999999991 -nan -nan 0.1 -nan
6.25999999999991 -nan -nan 0.1 -nan
6.26999999999991 -nan -nan 0.1 -nan
6.27999999999991 -nan -nan 0.1 -nan
6.28999999999991 -nan -nan 0.1 -nan
6.29999999999991 -nan -nan 0.1 -nan
6.30999999999991 -nan -nan 0.1 -nan
6.31999999999991 -nan -nan 0.1 -nan
6.32999999999991 -nan -nan 0.1 -nan
6.33999999999991 -nan -nan 0.1 -nan
6.34999999999991 -nan -nan 0.1 -nan
6.35999999999991 -nan -nan 0.1 -nan
6.36999999999991 -nan -nan 0.1 -nan
6.37999999999991 -nan -nan 0.1 -nan
6.38999999999991 -nan -nan 0.1 -nan
6.39999999999991 -nan -nan 0.1 -nan
6.40999999999991 -nan -nan 0.1 -nan
6.41999999999991 -nan -nan 0.1 -nan
6.42999999999991 -nan -nan 0.1 -nan
6.43999999999991 -nan -nan 0.1 -nan
